,carat,cut,color,clarity,depth,table,x,y,z,color_n,price_predicted,cut_n,clarity_n
2335,0.41,4-Premium,5-F,4-VS2,61.6,59.0,4.74,4.77,2.93,4,705.2277821696493,3,3
2336,0.5,4-Premium,6-E,5-VS1,62.8,59.0,5.09,5.0,3.17,5,2284.517404567658,3,4
2337,0.56,5-Ideal,7-D,4-VS2,60.6,56.0,5.33,5.37,3.24,6,2706.7336977667915,4,3
2338,1.27,5-Ideal,5-F,2-SI2,62.0,55.0,6.9,6.95,4.3,4,7139.714049190277,4,1
2339,1.06,4-Premium,7-D,4-VS2,62.3,59.0,6.48,6.52,4.05,6,6994.676907090883,3,3
2340,1.07,4-Premium,7-D,8-IF,60.9,58.0,6.67,6.57,4.03,6,9305.176415758258,3,7
2341,1.02,4-Premium,4-G,3-SI1,63.0,55.0,6.45,6.4,4.05,3,5117.410785121205,3,2
2342,1.0,3-Very Good,3-H,3-SI1,63.4,56.0,6.37,6.34,4.03,2,4603.5267532169,2,2
2343,0.34,5-Ideal,5-F,4-VS2,62.5,55.0,4.51,4.48,2.81,4,44.664489921821314,4,3
2344,1.2,3-Very Good,4-G,2-SI2,61.8,60.0,6.78,6.85,4.21,3,6219.801983229887,2,1
2345,0.58,5-Ideal,6-E,4-VS2,61.6,55.0,5.33,5.38,3.3,5,2511.318710723264,4,3
2346,0.3,2-Good,3-H,3-SI1,63.8,55.0,4.2,4.26,2.7,2,-1546.7804317349182,1,2
2347,2.0,4-Premium,7-D,2-SI2,61.6,59.0,8.09,8.2,5.02,6,14187.874426194796,3,1
2348,0.3,4-Premium,6-E,5-VS1,61.4,59.0,4.32,4.28,2.64,5,607.4604151425615,3,4
2349,0.3,5-Ideal,6-E,6-VVS2,61.1,57.0,4.34,4.36,2.65,5,1160.5483023505408,4,5
2350,1.01,3-Very Good,3-H,2-SI2,63.4,55.0,6.35,6.29,4.01,2,4153.881311164454,2,1
2351,0.43,4-Premium,7-D,3-SI1,61.2,58.0,4.87,4.83,2.97,6,999.4954950595893,3,2
2352,0.51,4-Premium,5-F,5-VS1,60.2,58.0,5.25,5.21,3.15,4,2192.1448998515284,3,4
2353,1.0,4-Premium,6-E,3-SI1,61.9,62.0,6.4,6.34,3.94,5,5635.708369718195,3,2
2354,0.31,5-Ideal,3-H,6-VVS2,61.2,56.0,4.34,4.37,2.66,2,290.0484695256041,4,5
2355,0.31,5-Ideal,4-G,7-VVS1,61.9,55.0,4.36,4.3,2.68,3,1107.779615766222,4,6
2356,0.51,5-Ideal,2-I,3-SI1,62.5,57.0,5.07,5.1,3.18,1,43.19853829412523,4,2
2357,0.77,4-Premium,7-D,4-VS2,61.3,60.0,5.92,5.89,3.62,6,4508.41107362772,3,3
2358,0.7,5-Ideal,4-G,2-SI2,61.2,56.0,5.73,5.78,3.52,3,1873.6194353849664,4,1
2359,0.58,3-Very Good,6-E,2-SI2,59.0,62.0,5.46,5.49,3.23,5,1574.5664665497102,2,1
2360,0.74,3-Very Good,3-H,3-SI1,62.4,58.0,5.71,5.76,3.58,2,2379.9378873396595,2,2
2361,0.35,3-Very Good,6-E,8-IF,57.9,56.0,4.71,4.75,2.74,5,2842.175641064991,2,7
2362,0.52,5-Ideal,6-E,4-VS2,61.2,56.0,5.16,5.23,3.18,5,2007.142716831721,4,3
2363,0.31,5-Ideal,5-F,4-VS2,62.8,56.0,4.32,4.28,2.7,4,-233.89593362432652,4,3
2364,1.54,4-Premium,4-G,3-SI1,60.5,61.0,7.47,7.44,4.51,3,9802.84035627907,3,2
2365,0.76,3-Very Good,3-H,8-IF,62.6,57.0,5.8,5.83,3.64,2,5230.489051328894,2,7
2366,0.27,3-Very Good,6-E,6-VVS2,62.5,59.0,4.09,4.14,2.57,5,823.748540283566,2,5
2367,0.91,4-Premium,7-D,2-SI2,61.0,61.0,6.24,6.16,3.78,6,4675.7115158267425,3,1
2368,0.53,2-Good,7-D,4-VS2,58.4,58.0,5.31,5.38,3.12,6,2560.5354072225223,1,3
2369,1.5,2-Good,7-D,2-SI2,60.2,65.0,7.37,7.34,4.43,6,9884.04776091048,1,1
2370,0.33,5-Ideal,6-E,5-VS1,60.6,57.0,4.5,4.54,2.74,5,912.4932652890852,4,4
2371,0.91,2-Good,6-E,1-I1,57.7,63.0,6.35,6.3,3.65,5,3995.636987908078,1,0
2372,0.55,3-Very Good,2-I,4-VS2,61.0,57.0,5.31,5.32,3.24,1,1010.0562061242367,2,3
2373,1.08,2-Good,6-E,2-SI2,63.7,57.0,6.54,6.49,4.15,5,5703.675116271548,1,1
2374,0.52,4-Premium,4-G,7-VVS1,61.9,61.0,5.13,5.11,3.17,3,2946.518388867678,3,6
2375,0.24,3-Very Good,6-E,5-VS1,60.1,57.0,4.08,4.1,2.46,5,150.93478913169383,2,4
2376,0.36,5-Ideal,7-D,4-VS2,62.5,55.0,4.55,4.57,2.85,6,854.9586927792138,4,3
2377,1.0,1-Fair,5-F,2-SI2,65.5,56.0,6.3,6.19,4.09,4,4590.314354714346,0,1
2378,0.75,4-Premium,3-H,4-VS2,60.8,57.0,5.9,5.87,3.58,2,3089.413072903924,3,3
2379,0.78,4-Premium,3-H,2-SI2,59.7,59.0,6.03,5.97,3.58,2,2335.9205165151648,3,1
2380,0.31,5-Ideal,6-E,5-VS1,61.3,55.0,4.36,4.38,2.68,5,700.3138896579444,4,4
2381,0.36,5-Ideal,3-H,4-VS2,61.0,55.0,4.59,4.62,2.81,2,-335.9764763532153,4,3
2382,0.41,5-Ideal,7-D,6-VVS2,62.1,56.0,4.76,4.78,2.96,6,2388.34044253156,4,5
2383,0.34,4-Premium,6-E,2-SI2,62.4,59.0,4.46,4.42,2.77,5,-706.8617750202216,3,1
2384,0.6,4-Premium,6-E,5-VS1,61.0,61.0,5.46,5.39,3.31,5,3255.408032282084,3,4
2385,1.01,4-Premium,6-E,3-SI1,61.7,56.0,6.44,6.39,3.96,5,5733.856329553653,3,2
2386,1.73,4-Premium,4-G,4-VS2,62.9,58.0,7.65,7.58,4.79,3,11876.597934555859,3,3
2387,1.02,3-Very Good,3-H,3-SI1,64.4,59.0,6.24,6.36,4.06,2,4725.699878406764,2,2
2388,1.02,5-Ideal,4-G,4-VS2,62.3,55.0,6.45,6.48,4.03,3,5691.676613609485,4,3
2389,0.63,3-Very Good,6-E,3-SI1,61.0,57.6,5.48,5.51,3.36,5,2443.676137372499,2,2
2390,0.31,3-Very Good,4-G,6-VVS2,62.9,58.0,4.27,4.31,2.7,3,517.6303313177164,2,5
2391,0.76,5-Ideal,6-E,4-VS2,62.1,55.0,5.84,5.88,3.64,5,4060.9080896384226,4,3
2392,0.4,5-Ideal,5-F,8-IF,60.9,57.0,4.81,4.84,2.94,4,2803.547915205884,4,7
2393,1.08,4-Premium,2-I,2-SI2,62.7,57.0,6.57,6.53,4.11,1,4486.267520538742,3,1
2394,1.21,2-Good,4-G,1-I1,64.0,59.0,6.78,6.73,4.32,3,5653.677864135785,1,0
2395,0.9,2-Good,3-H,4-VS2,61.5,61.0,6.15,6.24,3.81,2,4365.736513593009,1,3
2396,1.5,4-Premium,5-F,4-VS2,61.5,58.0,7.34,7.36,4.52,4,10254.452089778231,3,3
2397,0.5,3-Very Good,7-D,4-VS2,62.8,58.0,5.0,5.03,3.15,6,2064.901085553293,2,3
2398,0.82,3-Very Good,2-I,5-VS1,63.6,58.9,5.88,5.93,3.76,1,3773.6967273233345,2,4
2399,0.31,5-Ideal,2-I,3-SI1,62.2,56.0,4.37,4.34,2.71,1,-1692.097789651798,4,2
2400,0.36,3-Very Good,6-E,4-VS2,61.3,60.0,4.55,4.59,2.8,5,600.9044043867275,2,3
2401,0.79,5-Ideal,2-I,2-SI2,62.1,56.0,5.92,5.97,3.69,1,1978.8237457952787,4,1
2402,0.3,4-Premium,7-D,4-VS2,61.9,58.0,4.32,4.28,2.66,6,361.37166952782127,3,3
2403,0.7,5-Ideal,7-D,2-SI2,60.4,56.0,5.78,5.81,3.5,6,2868.739654645737,4,1
2404,1.35,3-Very Good,1-J,5-VS1,62.1,56.0,7.04,7.1,4.39,0,8176.152322242366,2,4
2405,0.44,5-Ideal,7-D,5-VS1,61.1,56.0,4.95,4.91,3.01,6,2166.75783207048,4,4
2406,0.33,5-Ideal,5-F,8-IF,62.1,56.0,4.41,4.44,2.75,4,2127.1011669978293,4,7
2407,0.74,5-Ideal,5-F,3-SI1,62.5,56.0,5.8,5.76,3.61,4,3009.819626486363,4,2
2408,1.1,5-Ideal,5-F,4-VS2,60.7,57.0,6.66,6.7,4.05,4,6794.448404526538,4,3
2409,0.4,4-Premium,5-F,4-VS2,59.3,59.0,4.83,4.79,2.85,4,739.4419553360717,3,3
2410,1.83,1-Fair,1-J,1-I1,70.0,58.0,7.34,7.28,5.12,0,9811.901738340168,0,0
2411,0.71,5-Ideal,5-F,4-VS2,61.6,56.0,5.74,5.77,3.54,4,3331.9974580288713,4,3
2412,1.0,5-Ideal,6-E,2-SI2,62.0,57.0,6.37,6.41,3.96,5,5093.209453150366,4,1
2413,2.0,3-Very Good,3-H,3-SI1,63.3,59.0,8.02,8.0,5.07,2,13364.720158067714,2,2
2414,2.03,4-Premium,4-G,3-SI1,61.9,59.0,8.14,8.09,5.02,3,14019.108032368078,3,2
2415,1.0,1-Fair,5-F,2-SI2,65.5,54.0,6.2,6.16,4.05,4,4590.314354714346,0,1
2416,0.9,3-Very Good,4-G,3-SI1,62.9,56.0,6.11,6.17,3.86,3,4071.9974000975913,2,2
2417,0.41,5-Ideal,5-F,6-VVS2,61.2,56.0,4.78,4.8,2.93,4,1800.8145859454576,4,5
2418,0.41,5-Ideal,5-F,7-VVS1,61.8,57.0,4.75,4.79,2.95,4,2306.252105272761,4,6
2419,1.51,4-Premium,5-F,4-VS2,61.6,58.0,7.32,7.35,4.52,4,10336.716593653464,3,3
2420,1.16,3-Very Good,3-H,2-SI2,63.2,57.0,6.66,6.7,4.22,2,5477.855119734215,2,1
2421,0.54,5-Ideal,4-G,5-VS1,61.8,56.0,5.21,5.26,3.24,3,2052.52199008286,4,4
2422,1.54,3-Very Good,7-D,3-SI1,63.0,59.0,7.31,7.35,4.62,6,10623.242559977358,2,2
2423,2.07,4-Premium,3-H,3-SI1,61.1,58.0,8.27,8.2,5.03,2,14094.111759476518,3,2
2424,0.41,5-Ideal,1-J,7-VVS1,62.0,57.0,4.79,4.73,2.95,0,1025.3106856990526,4,6
2425,1.54,5-Ideal,5-F,5-VS1,60.5,56.0,7.52,7.49,4.54,4,11194.837331007966,4,4
2426,0.42,4-Premium,5-F,5-VS1,61.8,59.0,4.83,4.81,2.98,4,1319.4022319725595,3,4
2427,1.12,4-Premium,4-G,1-I1,60.4,59.0,6.71,6.67,0.0,3,5056.2484329007275,3,0
2428,1.0,5-Ideal,4-G,6-VVS2,62.8,53.9,6.37,6.42,4.02,3,6564.495071114001,4,5
2429,1.01,4-Premium,2-I,7-VVS1,62.0,59.0,6.39,6.32,3.94,1,6596.438149650885,3,6
2430,1.7,2-Good,2-I,1-I1,63.6,58.0,7.52,7.48,4.77,1,9330.070051519371,1,0
2431,0.31,5-Ideal,5-F,7-VVS1,60.6,56.0,4.44,4.41,2.68,4,1494.1960371605883,4,6
2432,0.3,3-Very Good,5-F,8-IF,62.5,56.0,4.27,4.3,2.68,4,1843.2462581316072,2,7
2433,1.16,5-Ideal,1-J,3-SI1,60.7,57.0,6.83,6.77,4.13,0,5512.245459517069,4,2
2434,0.3,4-Premium,6-E,4-VS2,59.1,58.0,4.37,4.39,2.59,5,192.02914625653602,3,3
2435,1.0,3-Very Good,6-E,6-VVS2,61.7,55.0,6.38,6.42,3.95,5,7257.910634101607,2,5
2436,0.94,1-Fair,3-H,3-SI1,68.4,53.0,6.05,5.97,4.11,2,3813.4485520412977,0,2
2437,0.5,5-Ideal,2-I,4-VS2,62.4,55.0,5.09,5.11,3.18,1,498.1384656666464,4,3
2438,1.2,5-Ideal,6-E,2-SI2,62.0,57.0,6.8,6.82,4.22,5,6844.389237056515,4,1
2439,0.4,3-Very Good,4-G,7-VVS1,60.9,57.0,4.76,4.8,2.91,3,1948.7553717247406,2,6
2440,0.62,5-Ideal,7-D,3-SI1,60.8,59.0,5.48,5.5,3.34,6,2684.29423105073,4,2
2441,1.02,2-Good,4-G,4-VS2,63.7,57.0,6.24,6.31,4.0,3,5617.553819128432,1,3
2442,0.96,3-Very Good,2-I,2-SI2,62.7,58.0,6.2,6.24,3.9,1,3435.5596501950536,2,1
2443,1.51,3-Very Good,5-F,5-VS1,59.6,63.0,7.34,7.43,4.4,4,10979.810731302721,2,4
2444,0.7,5-Ideal,5-F,3-SI1,60.7,57.0,5.73,5.75,3.49,4,2754.8844054664864,4,2
2445,0.52,5-Ideal,7-D,2-SI2,61.7,55.0,5.17,5.2,3.2,6,1223.8495399692265,4,1
2446,0.4,4-Premium,4-G,3-SI1,59.3,59.0,4.82,4.8,2.85,3,-115.35058814507192,3,2
2447,0.5,5-Ideal,6-E,4-VS2,62.9,54.0,5.14,5.1,3.22,5,1742.0184879998283,4,3
2448,1.25,5-Ideal,2-I,2-SI2,61.4,55.0,6.92,6.99,4.27,1,6043.598646019946,4,1
2449,0.91,3-Very Good,4-G,4-VS2,62.3,59.0,6.13,6.17,3.83,3,4728.527732461103,2,3
2450,0.44,5-Ideal,2-I,5-VS1,61.1,56.0,4.92,4.96,3.02,1,578.817270903533,4,4
2451,0.42,3-Very Good,6-E,3-SI1,62.3,58.0,4.76,4.81,2.98,5,536.1090551100656,2,2
2452,1.29,5-Ideal,4-G,4-VS2,61.3,57.0,6.99,7.07,4.31,3,8108.714175083536,4,3
2453,1.12,5-Ideal,5-F,5-VS1,61.8,56.0,6.67,6.69,4.13,4,7448.5314756440785,4,4
2454,0.6,5-Ideal,4-G,5-VS1,62.2,55.0,5.41,5.45,3.38,3,2556.697983974403,4,4
2455,0.3,3-Very Good,6-E,3-SI1,63.2,57.0,4.3,4.25,2.7,5,-562.2491831142993,2,2
2456,0.31,4-Premium,3-H,3-SI1,62.3,55.0,4.36,4.34,2.71,2,-1379.8041627384837,3,2
2457,1.71,4-Premium,4-G,5-VS1,62.7,58.0,7.66,7.62,4.79,3,12249.273358053148,3,4
2458,0.74,5-Ideal,4-G,3-SI1,61.3,57.0,5.81,5.83,3.57,3,2755.765338093876,4,2
2459,0.3,3-Very Good,5-F,3-SI1,63.5,57.0,4.27,4.24,2.7,4,-895.7207513079143,2,2
2460,0.71,2-Good,5-F,2-SI2,64.1,60.0,0.0,0.0,0.0,4,2125.2264625314842,1,1
2461,0.31,5-Ideal,7-D,2-SI2,61.3,56.0,4.36,4.41,2.69,6,-593.7112918519288,4,1
2462,0.32,4-Premium,4-G,4-VS2,61.7,60.0,4.4,4.32,2.69,3,-405.68571814158213,3,3
2463,1.54,4-Premium,4-G,3-SI1,61.0,59.0,7.43,7.38,4.52,3,9776.367929678694,3,2
2464,1.02,5-Ideal,1-J,2-SI2,61.6,55.0,6.49,6.43,3.98,0,3701.5648116543366,4,1
2465,1.0,3-Very Good,5-F,6-VVS2,62.9,55.0,6.29,6.36,3.98,4,6876.788698027316,2,5
2466,1.0,4-Premium,7-D,3-SI1,62.5,59.0,6.32,6.38,3.97,6,5921.529570031134,3,2
2467,1.01,5-Ideal,3-H,5-VS1,61.5,56.0,6.48,6.43,3.97,2,5866.089825989144,4,4
2468,0.7,4-Premium,4-G,6-VVS2,61.8,58.0,5.67,5.63,3.49,3,3990.6702484555312,3,5
2469,0.29,5-Ideal,4-G,4-VS2,61.6,56.0,4.26,4.29,2.63,3,-663.0682004074292,4,3
2470,0.41,4-Premium,4-G,7-VVS1,60.0,59.0,4.84,4.83,2.9,3,2083.964728800724,3,6
2471,0.35,5-Ideal,7-D,3-SI1,62.3,55.0,4.54,4.51,2.82,6,240.78424297630363,4,2
2472,1.05,5-Ideal,5-F,3-SI1,61.8,57.0,6.51,6.54,4.03,4,5761.209688781419,4,2
2473,0.3,3-Very Good,3-H,7-VVS1,62.2,58.0,4.26,4.29,2.66,2,686.7490583772997,2,6
2474,1.22,5-Ideal,4-G,6-VVS2,60.0,58.0,6.95,6.99,4.18,3,8639.038422372869,4,5
2475,1.01,3-Very Good,4-G,2-SI2,60.8,63.0,6.4,6.36,3.88,3,4609.126041719797,2,1
2476,1.22,3-Very Good,6-E,4-VS2,59.5,60.0,6.91,7.0,4.14,5,8226.278210944516,2,3
2477,1.03,3-Very Good,5-F,3-SI1,60.6,63.0,6.47,6.5,3.93,4,5649.625534231705,2,2
2478,1.57,4-Premium,5-F,3-SI1,62.0,58.0,7.47,7.41,4.61,4,10303.688156297254,3,2
2479,0.31,5-Ideal,5-F,8-IF,61.2,57.0,4.35,4.38,2.67,4,1999.6335564878914,4,7
2480,0.42,5-Ideal,7-D,3-SI1,61.9,57.0,4.82,4.77,2.97,6,874.8751086237558,4,2
2481,0.34,5-Ideal,6-E,3-SI1,63.0,55.0,4.47,4.42,2.8,5,-201.4242556929189,4,2
2482,1.01,4-Premium,5-F,4-VS2,63.0,58.0,6.43,6.36,4.03,4,5884.644339407041,3,3
2483,0.34,3-Very Good,6-E,4-VS2,62.8,58.0,4.43,4.45,2.79,5,346.36914619498566,2,3
2484,0.4,5-Ideal,6-E,2-SI2,61.2,55.0,4.74,4.77,2.91,5,-117.97401600747526,4,1
2485,0.39,3-Very Good,2-I,6-VVS2,63.0,56.0,4.62,4.68,2.93,1,577.6315350933214,2,5
2486,1.57,5-Ideal,6-E,4-VS2,62.3,57.0,7.39,7.44,4.62,5,11142.59724381817,4,3
2487,1.35,4-Premium,3-H,4-VS2,61.5,58.0,7.09,7.15,4.38,2,8305.891027381842,3,3
2488,0.35,3-Very Good,7-D,3-SI1,60.1,61.0,4.56,4.59,2.75,6,357.2629200179572,2,2
2489,2.5,1-Fair,3-H,2-SI2,64.9,58.0,8.46,8.43,5.48,2,17120.75342146413,0,1
2490,0.51,3-Very Good,4-G,4-VS2,62.7,57.0,5.05,5.12,3.19,3,1204.9902233685066,2,3
2491,0.62,4-Premium,1-J,6-VVS2,60.9,58.0,5.5,5.56,3.37,0,2385.0843660735814,3,5
2492,0.56,5-Ideal,4-G,3-SI1,61.5,56.0,5.31,5.32,3.27,3,1169.1145619381923,4,2
2493,0.35,5-Ideal,5-F,7-VVS1,61.8,55.0,4.53,4.57,2.81,4,1780.8981701009166,4,6
2494,0.72,4-Premium,5-F,5-VS1,62.2,58.0,5.75,5.7,3.56,4,3924.9939665514817,3,4
2495,1.51,5-Ideal,2-I,2-SI2,61.2,58.0,7.33,7.42,4.51,1,8330.721335738088,4,1
2496,1.01,2-Good,7-D,2-SI2,63.9,57.0,6.29,6.36,4.04,6,5397.761333497636,1,1
2497,1.51,1-Fair,4-G,2-SI2,65.5,55.0,7.14,7.08,4.66,3,8738.234691441634,0,1
2498,0.75,3-Very Good,3-H,6-VVS2,60.6,57.0,5.86,5.89,3.56,2,4174.410906039582,2,5
2499,0.5,2-Good,7-D,2-SI2,61.9,63.0,5.05,5.07,3.13,6,1038.1425909384616,1,1
2500,0.36,5-Ideal,4-G,6-VVS2,61.5,55.0,4.58,4.62,2.83,3,1029.5480717753057,4,5
2501,0.63,5-Ideal,5-F,3-SI1,62.6,56.0,5.53,5.49,3.45,4,2041.3762600179066,4,2
2502,0.47,5-Ideal,3-H,2-SI2,62.4,53.0,4.98,5.02,3.12,2,-521.3592521813939,4,1
2503,1.01,2-Good,5-F,3-SI1,58.8,64.0,6.58,6.51,3.85,4,5569.808291602445,1,2
2504,1.01,3-Very Good,4-G,4-VS2,63.2,55.0,6.39,6.34,4.02,3,5556.4672565335,2,3
2505,0.9,5-Ideal,4-G,2-SI2,62.7,55.0,6.11,6.17,3.85,3,3545.381939489988,4,1
2506,1.51,5-Ideal,2-I,3-SI1,61.2,60.0,7.39,7.37,4.52,1,8867.925766985842,4,2
2507,1.0,2-Good,2-I,3-SI1,57.6,61.0,6.56,6.52,3.77,1,4593.01878954787,1,2
2508,0.31,4-Premium,2-I,5-VS1,62.3,59.0,4.29,4.35,2.69,1,-622.983412476365,3,4
2509,1.63,4-Premium,2-I,3-SI1,61.7,58.0,7.54,7.51,4.64,1,9892.161210729155,3,2
2510,0.4,3-Very Good,6-E,6-VVS2,61.4,56.0,4.74,4.81,2.93,5,2020.2547383433898,2,5
2511,0.42,3-Very Good,4-G,5-VS1,60.6,58.0,4.82,4.95,2.96,3,1065.3479435800723,2,4
2512,0.7,4-Premium,3-H,5-VS1,61.9,56.0,5.7,5.67,3.52,2,3130.583219654313,3,4
2513,0.32,3-Very Good,7-D,3-SI1,60.1,60.0,4.38,4.4,2.64,6,94.5859524320349,2,2
2514,0.75,3-Very Good,6-E,4-VS2,62.8,55.0,5.77,5.79,3.63,5,3936.2877032025885,2,3
2515,0.32,5-Ideal,4-G,8-IF,61.4,55.0,4.42,4.44,2.72,3,1759.0154628096593,4,7
2516,0.25,5-Ideal,6-E,4-VS2,60.6,57.0,4.08,4.11,2.48,5,-325.18307952112764,4,3
2517,1.02,5-Ideal,5-F,2-SI2,61.6,56.0,6.52,6.49,4.01,4,4971.917260587894,4,1
2518,0.4,4-Premium,7-D,3-SI1,61.1,58.0,4.75,4.74,2.9,6,742.1130127937422,3,2
2519,0.48,2-Good,5-F,5-VS1,59.0,60.9,5.09,5.15,3.02,4,1993.0017561065083,1,4
2520,0.31,5-Ideal,6-E,5-VS1,60.1,55.0,4.42,4.53,2.69,5,763.8477134988461,4,4
2521,1.0,5-Ideal,3-H,2-SI2,62.5,54.0,6.32,6.38,3.97,2,4113.972689849823,4,1
2522,0.9,4-Premium,2-I,4-VS2,61.6,58.0,6.15,6.09,3.77,1,4042.8539160395435,3,3
2523,1.02,3-Very Good,7-D,3-SI1,62.7,57.0,6.42,6.5,4.05,6,6086.058577781598,2,2
2524,0.36,4-Premium,5-F,4-VS2,62.0,59.0,4.51,4.56,2.81,4,246.25489491281178,3,3
2525,0.31,3-Very Good,6-E,3-SI1,63.1,57.0,4.31,4.28,2.71,5,-469.39570859891637,2,2
2526,0.7,1-Fair,5-F,4-VS2,65.5,57.0,5.55,5.41,3.59,4,3037.9535413506323,0,3
2527,1.74,4-Premium,1-J,4-VS2,61.9,62.0,7.62,7.54,4.7,0,11064.337440251751,3,3
2528,1.79,4-Premium,4-G,5-VS1,61.7,59.0,7.85,7.74,4.81,3,13002.69012481636,3,4
2529,0.36,5-Ideal,6-E,5-VS1,62.4,55.0,4.61,4.59,2.87,5,1079.8694971136542,4,4
2530,1.52,2-Good,6-E,1-I1,57.3,58.0,7.53,7.42,4.28,5,9357.91327010213,1,0
2531,0.94,4-Premium,6-E,3-SI1,62.0,58.0,6.24,6.27,3.88,5,5105.059949226275,3,2
2532,0.33,5-Ideal,2-I,3-SI1,61.5,57.0,4.49,4.46,2.75,1,-1479.918414020657,4,2
2533,1.06,5-Ideal,4-G,2-SI2,62.2,55.0,6.56,6.53,4.07,3,4972.798193215283,4,1
2534,0.75,5-Ideal,6-E,3-SI1,62.1,55.0,5.81,5.85,3.62,5,3436.144669195361,4,2
2535,0.79,4-Premium,3-H,5-VS1,60.0,60.0,6.07,5.99,3.64,2,4019.209343493509,3,4
2536,0.33,5-Ideal,6-E,3-SI1,59.6,57.0,4.53,4.49,2.69,5,-108.97074400567135,4,2
2537,0.82,5-Ideal,5-F,2-SI2,62.4,54.0,5.97,6.02,3.74,4,3178.3815941211437,4,1
2538,0.32,5-Ideal,4-G,5-VS1,61.9,55.0,4.4,4.42,2.73,3,120.92974246602171,4,4
2539,0.3,4-Premium,5-F,4-VS2,62.2,60.0,4.22,4.27,2.64,4,-289.68801089918315,3,3
2540,0.7,5-Ideal,5-F,4-VS2,62.0,56.0,5.71,5.74,3.55,4,3223.260527553263,4,3
2541,1.52,1-Fair,1-J,5-VS1,65.4,58.0,7.22,7.17,4.7,0,9489.93712300011,0,4
2542,0.31,5-Ideal,4-G,8-IF,62.0,54.0,4.36,4.38,2.71,3,1639.6895616939005,4,7
2543,0.51,5-Ideal,7-D,4-VS2,61.6,57.0,5.19,5.14,3.18,6,2215.993898589502,4,3
2544,0.74,4-Premium,3-H,4-VS2,59.9,57.0,5.91,5.87,3.53,2,3049.504451589293,3,3
2545,0.67,2-Good,5-F,4-VS2,58.1,62.0,5.76,5.83,3.36,4,3167.0684874502726,1,3
2546,0.32,5-Ideal,3-H,5-VS1,62.1,55.0,4.39,4.4,2.73,2,-207.2473404075181,4,4
2547,0.72,5-Ideal,3-H,5-VS1,62.3,55.0,5.72,5.74,3.57,2,3284.5232567646276,4,4
2548,0.5,3-Very Good,6-E,4-VS2,62.8,60.0,5.02,5.08,3.17,5,1747.3129733199044,2,3
2549,0.86,5-Ideal,6-E,2-SI2,61.8,57.0,6.1,6.13,3.78,5,3877.9725750562143,4,1
2550,0.51,4-Premium,7-D,3-SI1,61.9,60.0,5.15,5.12,3.18,6,1662.9060113815226,3,2
2551,2.0,1-Fair,2-I,5-VS1,58.5,68.0,8.26,8.15,4.8,1,14375.67620369344,0,4
2552,1.79,3-Very Good,5-F,4-VS2,62.8,59.0,7.7,7.8,4.87,4,12724.834467281167,2,3
2553,0.7,3-Very Good,5-F,4-VS2,63.4,56.0,5.69,5.63,3.59,4,3149.1377330722103,2,3
2554,0.7,3-Very Good,4-G,4-VS2,62.2,61.0,5.54,5.59,3.46,3,2895.083444679723,2,3
2555,0.28,3-Very Good,6-E,8-IF,59.6,55.0,4.24,4.31,2.55,5,2139.2564662565615,2,7
2556,0.32,4-Premium,7-D,3-SI1,60.8,58.0,4.41,4.44,2.69,6,57.524555191508625,3,2
2557,1.5,2-Good,2-I,1-I1,62.6,63.0,7.19,7.25,4.52,1,7631.835120813974,1,0
2558,0.9,1-Fair,2-I,6-VVS2,60.9,66.0,6.1,6.12,3.72,1,5154.324175775577,0,5
2559,0.41,4-Premium,2-I,6-VVS2,62.4,60.0,4.73,4.7,2.94,1,784.5164254043871,3,5
2560,1.0,4-Premium,1-J,3-SI1,58.7,58.0,6.55,6.51,3.83,0,4217.191338793655,3,2
2561,0.91,3-Very Good,3-H,4-VS2,58.3,59.0,6.35,6.47,3.74,2,4622.719033030722,2,3
2562,1.07,3-Very Good,1-J,6-VVS2,60.0,60.0,6.57,6.59,3.95,0,6372.889247743091,2,5
2563,2.2,5-Ideal,1-J,3-SI1,61.5,57.0,8.41,8.37,5.16,0,14576.02445326844,4,2
2564,1.52,3-Very Good,7-D,3-SI1,60.6,57.8,7.4,7.46,4.51,6,10575.192229268547,2,2
2565,0.31,5-Ideal,3-H,6-VVS2,62.3,55.0,4.36,4.37,2.72,2,231.809131004778,4,5
2566,0.9,2-Good,3-H,2-SI2,64.1,58.0,6.05,6.02,3.87,2,3153.671032775547,1,1
2567,0.41,4-Premium,1-J,5-VS1,61.3,59.0,4.78,4.74,2.92,0,-12.036779555929115,3,4
2568,1.58,4-Premium,4-G,4-VS2,58.2,58.0,7.68,7.64,4.46,3,10812.05390666978,3,3
2569,0.9,4-Premium,4-G,3-SI1,61.9,59.0,6.18,6.13,3.81,3,4124.942253298343,3,2
2570,1.2,2-Good,2-I,3-SI1,65.0,59.0,6.51,6.57,4.25,1,5952.406659768456,1,2
2571,1.16,3-Very Good,5-F,4-VS2,60.2,63.0,6.79,6.7,4.07,4,7346.274766298757,2,3
2572,0.3,4-Premium,3-H,6-VVS2,62.1,52.0,4.31,4.29,2.67,2,154.83911244962064,3,5
2573,0.4,4-Premium,7-D,3-SI1,60.9,60.0,4.74,4.78,2.9,6,752.7019834338926,3,2
2574,0.24,3-Very Good,5-F,6-VVS2,61.4,57.0,4.03,4.06,2.48,4,301.7227989850812,2,5
